0.000000	0.000000
0.000010	0.000133
0.000020	0.000267
0.000030	0.000400
0.000040	0.000533
0.000050	0.000666
0.000060	0.000800
0.000070	0.000933
0.000080	0.001066
0.000090	0.001200
0.000100	0.001333
0.000110	0.001466
0.000120	0.001599
0.000130	0.001733
0.000140	0.001866
0.000150	0.001999
0.000160	0.002133
0.000170	0.002266
0.000180	0.002399
0.000190	0.002532
0.000200	0.002666
0.000210	0.002799
0.000220	0.002932
0.000230	0.003066
0.000240	0.003199
0.000250	0.003332
0.000260	0.003465
0.000270	0.003599
0.000280	0.003732
0.000290	0.003865
0.000300	0.003999
0.000310	0.004132
0.000320	0.004265
0.000330	0.004398
0.000340	0.004532
0.000350	0.004665
0.000360	0.004798
0.000370	0.004932
0.000380	0.005065
0.000390	0.005198
0.000400	0.005332
0.000410	0.005465
0.000420	0.005598
0.000430	0.005731
0.000440	0.005865
0.000450	0.005998
0.000460	0.006131
0.000470	0.006265
0.000480	0.006398
0.000490	0.006531
0.000500	0.006664
0.000510	0.006798
0.000520	0.006931
0.000530	0.007064
0.000540	0.007198
0.000550	0.007331
0.000560	0.007464
0.000570	0.007597
0.000580	0.007731
0.000590	0.007864
0.000600	0.007997
0.000610	0.008131
0.000620	0.008264
0.000630	0.008397
0.000640	0.008530
0.000650	0.008664
0.000660	0.008797
0.000670	0.008930
0.000680	0.009064
0.000690	0.009197
0.000700	0.009330
0.000710	0.009463
0.000720	0.009597
0.000730	0.009730
0.000740	0.009863
0.000750	0.009997
0.000760	0.010130
0.000770	0.010263
0.000780	0.010396
0.000790	0.010530
0.000800	0.010663
0.000810	0.010796
0.000820	0.010929
0.000830	0.011063
0.000840	0.011196
0.000850	0.011329
0.000860	0.011463
0.000870	0.011596
0.000880	0.011729
0.000890	0.011862
0.000900	0.011996
0.000910	0.012129
0.000920	0.012262
0.000930	0.012396
0.000940	0.012529
0.000950	0.012662
0.000960	0.012795
0.000970	0.012929
0.000980	0.013062
0.000990	0.013195
0.001000	0.013329
0.001010	0.013462
0.001020	0.013595
0.001030	0.013728
0.001040	0.013862
0.001050	0.013995
0.001060	0.014128
0.001070	0.014262
0.001080	0.014395
0.001090	0.014528
0.001100	0.014661
0.001110	0.014795
0.001120	0.014928
0.001130	0.015061
0.001140	0.015195
0.001150	0.015328
0.001160	0.015461
0.001170	0.015594
0.001180	0.015728
0.001190	0.015861
0.001200	0.015994
0.001210	0.016127
0.001220	0.016261
0.001230	0.016394
